customer_grade,quote_stage,quantity,estimated_amount,days_until_due,converted
C,초기,4,114000000,5,0
D,초기,3,52000000,6,0
A,유력,1,31000000,33,1
C,협의중,1,51000000,13,0
B,유력,1,60000000,13,1
D,협의중,1,98000000,4,0
C,초기,6,105000000,35,0
B,협의중,3,91000000,15,0
A,협의중,5,103000000,27,1
B,협의중,4,93000000,29,0
B,초기,1,108000000,29,0
C,초기,1,69000000,15,0
C,협의중,6,92000000,10,0
A,협의중,2,49000000,5,0
C,초기,2,53000000,10,0
C,협의중,6,19000000,29,1
A,초기,6,100000000,10,0
B,협의중,6,84000000,20,0
A,협의중,2,67000000,25,1
C,유력,2,80000000,34,0
B,초기,4,77000000,13,1
D,초기,4,85000000,21,0
A,초기,3,53000000,14,1
A,유력,5,26000000,32,1
C,협의중,6,53000000,33,0
B,협의중,4,35000000,4,0
C,협의중,5,83000000,12,1
C,협의중,6,30000000,20,0
B,협의중,4,20000000,7,0
D,초기,3,50000000,18,0
C,협의중,5,91000000,14,0
D,초기,1,59000000,29,0
A,초기,1,111000000,22,0
B,협의중,3,93000000,15,0
C,유력,5,90000000,25,1
B,초기,2,59000000,5,0
B,유력,5,60000000,34,1
D,초기,1,31000000,11,0
D,초기,4,86000000,7,0
D,협의중,6,35000000,17,0
A,초기,3,19000000,29,1
B,협의중,4,44000000,8,1
A,초기,3,119000000,18,1
C,협의중,6,114000000,3,0
B,유력,4,60000000,9,1
B,유력,3,18000000,30,0
D,유력,5,107000000,13,1
A,협의중,1,103000000,20,1
C,초기,1,111000000,14,0
A,초기,4,25000000,31,1
A,초기,6,44000000,26,0
D,초기,6,73000000,12,0
C,초기,4,18000000,13,0
B,협의중,4,31000000,8,0
A,초기,1,73000000,17,0
A,협의중,6,89000000,24,0
A,유력,5,102000000,16,0
B,협의중,4,53000000,23,1
A,협의중,1,43000000,28,1
C,협의중,1,92000000,10,0
A,초기,6,107000000,10,0
B,협의중,6,112000000,11,1
A,유력,2,48000000,6,1
C,유력,2,86000000,8,1
B,초기,3,88000000,11,0
A,협의중,2,35000000,17,1
A,초기,4,27000000,30,0
B,협의중,3,76000000,13,0
D,협의중,1,115000000,3,0
C,협의중,6,21000000,8,1
C,유력,5,28000000,8,0
B,유력,4,118000000,26,1
C,유력,1,110000000,12,0
B,협의중,5,100000000,21,0
B,초기,2,94000000,33,0
B,유력,2,40000000,21,1
C,협의중,4,23000000,35,0
A,협의중,1,102000000,19,0
B,협의중,1,64000000,20,1
B,협의중,2,70000000,12,0
B,유력,3,102000000,6,1
C,유력,4,111000000,5,0
A,협의중,4,44000000,18,1
D,협의중,5,63000000,4,0
C,유력,5,41000000,11,1
B,초기,1,68000000,19,0
A,협의중,5,112000000,3,1
C,유력,6,40000000,33,1
D,협의중,4,109000000,15,0
A,초기,2,104000000,7,1
B,협의중,6,39000000,22,1
A,초기,4,114000000,11,1
C,협의중,2,31000000,22,0
B,협의중,1,67000000,21,0
C,초기,3,114000000,21,0
A,협의중,2,110000000,26,1
C,초기,6,20000000,8,0
B,유력,3,83000000,35,0
A,초기,1,65000000,18,1
B,초기,3,60000000,11,0
C,초기,6,61000000,5,0
C,유력,3,48000000,16,0
A,유력,3,42000000,19,1
D,초기,6,46000000,12,0
A,협의중,4,85000000,32,0
C,협의중,5,43000000,18,0
C,초기,2,35000000,28,0
D,초기,4,22000000,7,0
D,협의중,5,81000000,23,0
A,유력,4,117000000,3,1
A,유력,1,93000000,9,1
B,협의중,5,85000000,3,0
B,협의중,6,81000000,19,0
C,협의중,6,71000000,3,0
C,협의중,5,119000000,25,1
A,협의중,1,33000000,21,1
B,초기,5,79000000,24,0
B,유력,4,42000000,13,0
A,초기,5,82000000,12,1
B,협의중,4,27000000,8,1
A,협의중,6,55000000,11,1
B,협의중,3,98000000,4,0
B,협의중,4,72000000,30,0
C,협의중,1,32000000,11,1
C,유력,2,25000000,16,1
B,협의중,1,67000000,12,0
A,유력,2,30000000,14,1
B,협의중,1,73000000,35,0
B,초기,6,80000000,30,0
C,초기,2,85000000,19,0
D,초기,3,88000000,3,0
D,유력,3,56000000,18,1
C,협의중,5,35000000,29,1
A,협의중,6,33000000,6,1
B,협의중,1,95000000,6,0
D,협의중,1,120000000,21,0
A,초기,4,50000000,13,1
B,협의중,6,71000000,27,0
C,유력,6,95000000,32,1
B,초기,3,92000000,27,0
B,초기,5,31000000,21,1
B,협의중,5,119000000,15,0
D,초기,2,55000000,12,0
B,협의중,1,70000000,4,0
B,협의중,1,76000000,29,0
A,협의중,6,45000000,22,1
D,초기,5,46000000,23,0
C,협의중,2,84000000,11,0
B,초기,3,18000000,25,0
D,초기,2,106000000,30,0
B,유력,2,69000000,25,1
A,협의중,1,118000000,27,1
B,협의중,2,19000000,33,0
A,유력,2,116000000,15,1
B,협의중,1,50000000,15,0
B,초기,5,119000000,22,0
B,유력,1,39000000,33,0
A,협의중,5,73000000,28,0
B,유력,1,115000000,27,1
A,협의중,5,60000000,4,1
A,협의중,5,100000000,20,1
C,초기,6,59000000,6,0
C,유력,5,43000000,31,0
C,초기,3,46000000,20,0
D,협의중,5,54000000,28,1
C,협의중,2,110000000,28,0
B,초기,2,62000000,4,0
A,유력,6,98000000,33,0
D,유력,5,107000000,7,0
B,협의중,5,104000000,19,1
A,초기,2,29000000,11,0
B,협의중,2,43000000,25,0
B,협의중,1,77000000,3,1
D,유력,6,31000000,8,0
A,초기,4,48000000,35,0
B,협의중,5,91000000,25,0
A,협의중,6,87000000,21,1
B,협의중,2,92000000,23,1
D,초기,1,30000000,30,0
D,초기,2,105000000,19,0
B,협의중,2,77000000,34,0
A,초기,1,38000000,8,0
D,협의중,2,31000000,15,1
D,협의중,5,87000000,24,0
B,협의중,5,74000000,17,0
D,초기,5,49000000,10,0
A,협의중,3,70000000,4,1
B,협의중,6,20000000,34,0
B,협의중,4,69000000,10,1
C,협의중,4,48000000,28,0
C,유력,1,64000000,3,1
A,협의중,2,41000000,17,1
B,초기,4,104000000,26,1
B,유력,1,105000000,19,1
A,초기,6,116000000,14,1
B,협의중,4,76000000,5,0
B,협의중,2,73000000,21,0
D,유력,2,22000000,24,0
D,협의중,2,102000000,30,0
B,협의중,5,55000000,11,1
C,유력,5,83000000,7,0
B,협의중,5,82000000,32,0
C,초기,6,74000000,8,0
A,유력,4,75000000,27,1
B,유력,2,21000000,31,1
C,유력,1,110000000,32,0
B,협의중,2,97000000,30,0
C,초기,2,58000000,15,0
C,유력,5,58000000,3,0
A,협의중,2,65000000,6,0
D,협의중,3,114000000,27,0
C,협의중,5,22000000,4,0
A,유력,2,117000000,24,0
B,초기,5,68000000,32,0
A,협의중,5,55000000,14,1
C,초기,5,112000000,20,0
C,초기,2,87000000,9,0
A,초기,6,59000000,14,0
B,유력,4,40000000,24,1
D,초기,5,46000000,17,0
C,협의중,1,46000000,35,1
C,협의중,1,100000000,34,0
D,유력,5,59000000,4,0
C,유력,3,51000000,17,1
B,협의중,6,83000000,7,0
A,협의중,4,39000000,6,1
C,협의중,2,52000000,5,1
B,협의중,1,59000000,21,1
B,협의중,1,45000000,14,1
D,유력,4,111000000,9,1
B,유력,1,20000000,20,0
A,유력,1,54000000,8,1
B,협의중,5,85000000,10,0
B,협의중,5,111000000,11,0
A,협의중,2,83000000,25,1
D,유력,5,117000000,30,0
D,유력,5,82000000,29,0
B,협의중,3,39000000,11,1
B,협의중,6,103000000,20,0
B,협의중,3,119000000,23,0
C,초기,5,34000000,22,0
D,유력,6,72000000,24,1
D,초기,1,23000000,12,0
B,초기,6,47000000,7,0
A,유력,1,120000000,23,0
A,초기,3,79000000,5,0
C,협의중,6,41000000,9,1
B,협의중,5,67000000,27,0
D,협의중,4,106000000,17,0
D,유력,6,55000000,29,1
A,협의중,5,112000000,13,0
B,유력,1,85000000,16,0
A,협의중,1,112000000,11,1
A,초기,2,100000000,3,0
C,초기,6,19000000,8,0
B,협의중,2,109000000,32,1
B,유력,4,84000000,8,0
A,초기,3,79000000,32,1
C,협의중,6,52000000,33,1
A,협의중,1,59000000,12,1
B,유력,6,112000000,32,1
C,초기,1,68000000,6,0
A,협의중,1,100000000,33,1
B,초기,4,118000000,16,0
C,유력,1,59000000,14,1
B,협의중,5,45000000,29,0
D,협의중,3,102000000,7,0
A,협의중,2,39000000,23,1
C,초기,5,87000000,16,0
D,초기,1,80000000,32,0
D,초기,4,55000000,18,0
B,초기,3,91000000,34,0
C,초기,4,95000000,31,1
B,협의중,2,25000000,24,1
D,협의중,5,81000000,10,0
C,유력,2,92000000,18,1
A,협의중,1,35000000,26,1
C,유력,5,42000000,14,1
A,유력,4,95000000,32,1
B,협의중,3,105000000,16,0
C,유력,6,83000000,25,1
C,협의중,1,120000000,5,0
B,협의중,4,100000000,8,0
D,협의중,1,76000000,7,1
D,유력,6,91000000,8,1
A,협의중,6,93000000,25,0
A,초기,3,101000000,35,1
C,초기,1,91000000,29,0
A,협의중,4,29000000,10,1
A,초기,2,32000000,16,1
D,유력,4,70000000,32,0
A,초기,6,104000000,8,1
B,초기,2,23000000,10,0
A,초기,3,102000000,31,0
A,협의중,6,45000000,5,1
A,협의중,2,86000000,3,0
B,유력,3,117000000,9,1
C,초기,1,54000000,4,0
C,협의중,2,61000000,3,0
B,초기,5,54000000,27,1
C,협의중,6,64000000,25,0
C,초기,6,112000000,3,0
A,협의중,5,62000000,11,0
B,유력,1,47000000,32,1
B,협의중,3,88000000,23,0
B,유력,2,45000000,4,1
A,협의중,2,21000000,12,0
D,협의중,3,96000000,13,0
B,초기,2,94000000,6,0
C,초기,4,93000000,4,0
A,유력,5,101000000,9,1
B,유력,6,98000000,3,1
C,초기,2,25000000,10,1
B,유력,4,90000000,31,1
D,협의중,1,65000000,31,0
C,협의중,3,72000000,14,0
B,유력,2,50000000,32,1
A,협의중,1,120000000,35,1
A,유력,6,119000000,29,1
A,협의중,1,80000000,13,1
A,초기,1,111000000,26,0
A,초기,6,31000000,24,0
B,초기,1,70000000,31,1
A,협의중,3,28000000,6,0
B,유력,3,80000000,22,1
B,초기,2,21000000,4,0
A,협의중,5,104000000,25,1
C,협의중,4,21000000,16,1
A,초기,6,120000000,15,0
A,유력,4,50000000,30,0
B,초기,3,92000000,7,0
C,협의중,4,20000000,5,1
B,협의중,1,57000000,24,0
A,초기,1,24000000,31,0
C,초기,3,22000000,4,0
B,초기,5,26000000,20,0
B,협의중,6,26000000,23,0
A,협의중,5,22000000,22,0
B,협의중,4,118000000,34,0
C,초기,5,74000000,10,0
B,협의중,3,31000000,29,0
D,초기,4,54000000,6,0
B,초기,2,115000000,23,0
A,협의중,5,103000000,21,0
D,유력,4,19000000,7,0
D,초기,4,102000000,11,1
B,협의중,5,39000000,9,1
A,초기,6,102000000,4,0
C,초기,5,120000000,8,0
C,유력,5,83000000,35,0
C,협의중,2,32000000,8,0
D,협의중,5,82000000,21,0
B,유력,1,87000000,28,0
B,초기,1,75000000,25,0
C,초기,4,82000000,26,0
A,초기,1,51000000,5,0
B,협의중,2,42000000,27,0
B,협의중,6,103000000,8,0
B,협의중,5,52000000,13,0
B,유력,2,77000000,28,1
D,유력,4,103000000,6,0
B,초기,1,51000000,8,0
B,협의중,1,81000000,18,1
B,유력,6,88000000,17,1
B,초기,4,92000000,28,0
C,유력,4,107000000,21,0
B,협의중,6,51000000,30,1
B,협의중,1,74000000,3,1
B,협의중,2,63000000,18,0
B,협의중,2,18000000,35,0
D,유력,3,86000000,28,0
B,협의중,4,35000000,19,1
A,유력,5,74000000,7,1
C,초기,3,27000000,16,0
A,유력,6,49000000,25,1
D,협의중,2,44000000,29,1
A,협의중,1,61000000,14,0
A,초기,5,83000000,9,0
C,협의중,2,64000000,20,0
B,초기,5,30000000,30,0
A,초기,3,53000000,4,0
B,유력,4,114000000,33,0
D,초기,5,34000000,19,0
B,협의중,1,87000000,3,0
B,협의중,1,52000000,8,1
B,유력,1,118000000,17,0
C,유력,6,66000000,19,1
C,협의중,2,107000000,28,0
B,협의중,5,66000000,22,0
D,협의중,5,51000000,23,0
A,초기,2,110000000,14,1
C,협의중,3,49000000,27,0
A,초기,4,28000000,30,0
A,유력,5,114000000,28,1
B,협의중,6,100000000,11,1
B,협의중,5,25000000,27,0
A,협의중,6,91000000,22,0
B,유력,3,40000000,6,1
B,협의중,3,118000000,30,0
B,협의중,4,51000000,13,1
C,협의중,4,64000000,34,0
B,유력,5,75000000,22,0
D,초기,5,95000000,4,0
A,유력,3,120000000,28,0
C,유력,2,116000000,29,1
B,초기,6,60000000,25,0
A,협의중,6,72000000,13,0
A,초기,2,115000000,31,0
D,협의중,4,57000000,28,1
B,초기,1,31000000,8,1
C,초기,3,82000000,19,0
B,협의중,1,18000000,3,1
B,유력,4,109000000,34,0
A,유력,2,91000000,25,1
C,초기,3,75000000,11,0
B,초기,2,99000000,30,1
C,유력,1,44000000,19,1
C,협의중,2,73000000,25,0
C,유력,5,24000000,32,0
D,협의중,3,51000000,35,1
A,협의중,6,114000000,17,1
D,협의중,3,24000000,5,0
B,협의중,3,54000000,32,1
A,초기,1,32000000,11,0
A,협의중,4,54000000,34,0
C,유력,1,75000000,31,0
B,초기,6,55000000,13,0
A,유력,5,86000000,27,0
C,유력,3,109000000,3,0
A,유력,5,118000000,27,0
C,초기,6,99000000,15,1
C,유력,2,59000000,35,0
B,유력,3,47000000,22,1
D,유력,6,112000000,9,0
C,협의중,4,82000000,21,0
A,협의중,2,53000000,19,1
C,협의중,3,72000000,6,0
A,협의중,3,106000000,7,1
C,협의중,5,31000000,3,0
C,유력,6,103000000,23,1
B,초기,4,82000000,35,0
D,협의중,5,90000000,30,0
B,유력,6,94000000,6,1
D,협의중,6,35000000,33,1
C,협의중,3,66000000,17,1
A,협의중,5,87000000,27,0
A,초기,2,89000000,17,0
A,초기,5,119000000,9,1
A,협의중,5,81000000,4,0
C,유력,5,44000000,14,1
B,초기,5,89000000,16,0
A,유력,1,41000000,17,1
A,초기,5,67000000,32,0
A,유력,5,98000000,33,0
A,협의중,3,42000000,26,1
A,초기,6,48000000,21,0
C,협의중,1,93000000,35,0
C,초기,5,100000000,11,0
B,유력,5,58000000,9,1
A,유력,1,76000000,28,0
A,유력,3,60000000,27,1
A,초기,6,23000000,30,0
D,협의중,3,29000000,7,1
C,유력,3,29000000,8,0
D,유력,3,18000000,31,0
A,협의중,5,52000000,33,1
C,협의중,5,115000000,15,0
B,초기,2,66000000,28,1
C,유력,5,47000000,30,0
B,협의중,1,78000000,34,0
A,초기,5,72000000,14,1
C,협의중,4,20000000,18,1
D,초기,6,115000000,25,0
D,협의중,5,41000000,27,1
D,협의중,1,115000000,26,0
D,유력,3,60000000,35,1
D,협의중,4,55000000,8,0
A,초기,5,41000000,7,1
C,유력,5,36000000,20,1
C,협의중,2,73000000,20,1
A,유력,3,83000000,7,1
C,유력,3,110000000,26,1
A,유력,3,105000000,21,1
C,초기,4,117000000,35,0
C,초기,3,81000000,3,0
A,협의중,1,98000000,28,1
C,협의중,3,24000000,32,1
C,초기,4,40000000,35,0
B,협의중,6,118000000,20,1
A,협의중,5,41000000,13,1
C,초기,2,71000000,7,0
D,유력,3,18000000,33,1
C,유력,6,107000000,6,1
B,유력,5,40000000,32,0
A,유력,1,58000000,14,1
C,초기,3,47000000,31,1
B,초기,1,77000000,7,0
B,협의중,1,79000000,19,0
C,협의중,5,91000000,22,0
B,초기,6,36000000,32,0
B,초기,4,62000000,11,0
B,협의중,1,70000000,8,0
C,협의중,2,78000000,15,0
C,초기,6,117000000,7,1
B,초기,5,102000000,28,0
A,협의중,3,45000000,26,1
B,유력,2,61000000,12,1
A,유력,5,73000000,5,0
B,협의중,2,109000000,19,0
D,협의중,5,56000000,14,0
A,유력,6,56000000,28,0
B,협의중,1,75000000,31,0
C,협의중,4,97000000,24,0
B,협의중,2,90000000,14,0
A,초기,3,116000000,23,1
B,협의중,6,21000000,9,0
A,초기,1,77000000,35,0
A,유력,1,36000000,24,1
C,협의중,4,24000000,14,1
A,협의중,3,47000000,23,0
D,협의중,1,105000000,14,0
D,협의중,2,74000000,23,0
D,협의중,1,19000000,13,0
C,협의중,1,28000000,23,1
A,협의중,2,62000000,19,1
D,협의중,4,54000000,5,0
B,유력,6,42000000,11,1
B,유력,6,113000000,26,0
D,협의중,1,24000000,3,0
B,협의중,2,56000000,3,1
D,초기,3,62000000,11,0
D,협의중,5,96000000,21,0
B,협의중,1,46000000,24,0
C,초기,5,63000000,25,0
A,협의중,5,61000000,12,1
B,초기,4,80000000,3,0
B,협의중,5,25000000,7,0
C,협의중,1,117000000,18,0
B,협의중,2,109000000,16,0
B,초기,5,107000000,26,0
A,협의중,4,66000000,13,1
A,초기,3,19000000,7,1
D,협의중,2,68000000,14,1
B,초기,5,25000000,14,0
B,유력,2,119000000,17,1
D,초기,6,118000000,5,0
C,유력,6,23000000,25,1
C,유력,5,70000000,35,1
A,유력,1,29000000,27,1
A,초기,1,54000000,24,0
D,협의중,5,89000000,31,0
B,초기,2,93000000,30,0
B,초기,2,71000000,14,0
D,초기,3,63000000,14,1
B,협의중,1,106000000,11,1
B,초기,3,38000000,17,0
B,초기,4,107000000,13,1
C,협의중,2,26000000,25,0
B,초기,5,80000000,3,0
B,협의중,1,82000000,30,1
B,협의중,1,111000000,23,0
B,유력,2,108000000,9,1
B,협의중,3,48000000,33,0
C,협의중,2,26000000,27,0
A,유력,4,40000000,35,1
D,협의중,1,102000000,9,0
A,협의중,4,38000000,3,1
B,협의중,5,34000000,17,1
D,초기,1,53000000,20,0
B,초기,2,113000000,10,1
D,유력,5,95000000,15,0
C,협의중,6,19000000,11,1
A,초기,6,107000000,12,1
A,협의중,4,63000000,11,1
A,협의중,2,23000000,11,1
B,유력,4,50000000,28,1
C,유력,3,109000000,17,0
B,협의중,4,92000000,9,0
A,유력,6,20000000,13,0
A,협의중,6,113000000,7,1
B,협의중,2,92000000,16,1
C,초기,6,87000000,20,0
B,초기,5,28000000,15,0
B,초기,1,64000000,28,0
B,유력,4,76000000,5,1
C,유력,1,91000000,35,0
B,초기,5,54000000,19,0
A,유력,4,43000000,22,1
A,초기,4,62000000,3,1
C,초기,2,34000000,13,0
B,유력,1,55000000,12,1
C,협의중,6,61000000,23,1
A,협의중,5,99000000,5,0
B,유력,6,97000000,9,0
D,초기,2,110000000,22,0
C,협의중,5,105000000,27,0
A,협의중,2,35000000,21,0
D,초기,3,103000000,6,0
A,초기,2,22000000,18,1
C,협의중,6,85000000,34,0
B,협의중,3,77000000,27,0
B,초기,3,119000000,32,0
C,협의중,3,110000000,24,0
B,초기,3,90000000,33,0
B,협의중,6,94000000,35,0
C,협의중,3,34000000,8,1
B,초기,6,19000000,24,0
D,유력,3,83000000,8,0
A,협의중,2,59000000,26,1
B,유력,2,32000000,18,1
D,초기,2,65000000,10,0
B,유력,3,24000000,19,1
B,초기,2,71000000,10,1
B,협의중,6,25000000,31,0
A,유력,2,31000000,4,1
C,협의중,4,85000000,25,0
A,초기,3,111000000,31,1
D,초기,2,44000000,26,0
C,협의중,2,73000000,35,0
B,유력,6,104000000,34,1
B,협의중,2,100000000,4,0
B,협의중,6,36000000,17,0
B,초기,4,69000000,23,0
A,초기,3,25000000,5,0
C,협의중,2,74000000,7,1
D,협의중,5,102000000,5,1
D,협의중,6,40000000,11,1
A,협의중,2,33000000,30,1
B,유력,6,119000000,10,0
A,협의중,6,106000000,8,1
A,초기,1,43000000,27,0
B,초기,4,40000000,4,0
A,협의중,4,118000000,18,1
C,유력,3,102000000,16,0
A,초기,6,116000000,31,1
C,유력,5,95000000,14,1
B,협의중,6,118000000,17,0
A,초기,4,29000000,35,1
A,협의중,1,88000000,32,1
A,협의중,1,115000000,35,0
C,초기,1,30000000,3,0
A,초기,6,88000000,17,0
B,협의중,2,108000000,8,0
B,유력,6,73000000,19,1
B,협의중,2,59000000,31,0
A,초기,2,106000000,12,1
A,협의중,1,99000000,9,0
B,유력,3,89000000,12,0
C,협의중,2,40000000,25,0
B,유력,5,61000000,16,1
A,협의중,6,119000000,33,0
A,유력,1,86000000,6,1
C,협의중,1,48000000,3,0
B,유력,3,116000000,10,0
B,초기,6,27000000,17,0
A,협의중,5,118000000,21,0
A,유력,4,102000000,26,1
B,초기,4,23000000,26,0
B,유력,6,102000000,7,1
B,협의중,1,27000000,24,1
B,협의중,6,29000000,27,0
A,협의중,5,81000000,25,0
A,유력,2,20000000,19,1
D,협의중,1,97000000,34,1
C,초기,3,27000000,15,0
C,협의중,5,69000000,32,0
C,협의중,5,84000000,33,0
A,협의중,4,47000000,8,0
D,초기,4,101000000,27,0
A,유력,6,91000000,33,1
B,초기,6,44000000,22,1
C,협의중,4,60000000,22,1
D,협의중,5,99000000,24,0
A,초기,1,93000000,7,1
A,협의중,4,52000000,21,1
B,유력,4,18000000,6,1
B,협의중,4,57000000,22,0
C,협의중,3,91000000,31,0
D,유력,1,71000000,15,1
B,협의중,1,50000000,24,1
B,협의중,6,46000000,33,1
B,협의중,3,90000000,30,0
D,협의중,1,99000000,25,1
C,초기,2,24000000,26,0
C,초기,3,32000000,13,0
B,협의중,4,56000000,18,0
D,협의중,5,97000000,24,0
B,초기,6,73000000,18,0
B,초기,3,113000000,17,0
B,초기,3,96000000,10,0
D,협의중,5,49000000,19,0
B,초기,3,70000000,19,1
C,유력,6,89000000,13,1
A,협의중,4,34000000,33,0
A,협의중,5,100000000,20,1
A,유력,5,75000000,11,1
A,유력,1,79000000,23,1
D,협의중,3,98000000,29,0
B,협의중,2,22000000,18,1
B,협의중,3,66000000,7,1
C,협의중,1,36000000,25,1
C,초기,4,60000000,28,0
B,협의중,2,60000000,24,0
C,유력,5,73000000,8,0
C,유력,3,108000000,26,0
A,협의중,4,67000000,17,1
A,협의중,3,24000000,16,1
A,유력,2,103000000,11,1
A,협의중,3,41000000,19,1
C,초기,2,102000000,31,0
B,협의중,6,120000000,28,0
B,초기,5,119000000,23,0
D,협의중,3,66000000,6,0
C,초기,6,80000000,31,0
A,초기,1,56000000,16,0
A,초기,3,24000000,13,1
B,유력,4,68000000,24,1
C,협의중,2,43000000,15,1
D,협의중,2,19000000,11,1
B,협의중,1,45000000,16,0
A,초기,3,70000000,32,0
C,초기,4,118000000,32,0
C,협의중,4,36000000,33,0
B,유력,2,113000000,6,1
C,초기,1,40000000,17,0
B,초기,4,39000000,18,1
B,유력,2,23000000,11,1
B,유력,5,112000000,4,1
C,유력,6,120000000,11,1
D,초기,6,70000000,19,0
B,협의중,1,78000000,34,1
B,초기,5,41000000,19,1
B,협의중,5,74000000,12,0
B,초기,5,26000000,14,1
B,유력,5,118000000,24,1
C,초기,3,82000000,12,0
B,협의중,4,91000000,7,0
A,초기,1,33000000,32,0
A,협의중,6,88000000,29,0
C,초기,1,76000000,6,0
B,협의중,6,46000000,12,1
B,협의중,3,106000000,25,1
B,유력,1,81000000,9,1
A,협의중,4,113000000,19,1
B,초기,1,64000000,21,1
A,초기,6,59000000,19,0
C,유력,2,42000000,3,0
C,초기,3,55000000,22,0
D,초기,5,84000000,34,0
B,협의중,3,77000000,4,0
A,협의중,6,66000000,35,0
A,유력,3,42000000,31,1
C,유력,4,72000000,16,1
D,협의중,4,47000000,20,1
D,협의중,2,38000000,25,0
A,초기,4,62000000,8,1
C,초기,3,91000000,13,0
B,초기,4,45000000,5,0
B,유력,6,92000000,28,1
A,협의중,2,100000000,29,1
C,초기,2,23000000,30,0
B,초기,5,21000000,24,1
A,초기,6,86000000,5,1
B,유력,2,108000000,13,1
C,초기,2,30000000,14,0
B,초기,6,32000000,26,0
D,협의중,5,81000000,28,0
A,유력,1,85000000,23,1
B,협의중,3,114000000,11,0
C,초기,4,40000000,35,0
B,협의중,4,49000000,23,0
C,유력,6,69000000,21,0
B,협의중,6,33000000,30,0
A,협의중,1,96000000,12,0
B,초기,1,42000000,14,1
C,초기,2,96000000,19,0
C,초기,6,80000000,35,0
B,유력,1,29000000,33,0
B,유력,4,93000000,20,1
B,협의중,5,107000000,15,1
B,초기,4,72000000,29,1
C,초기,1,25000000,3,0
A,초기,3,42000000,28,1
A,협의중,1,59000000,14,1
D,유력,5,108000000,3,0
B,초기,4,96000000,13,0
B,협의중,1,75000000,28,1
B,유력,4,49000000,17,1
B,유력,5,96000000,27,0
D,초기,4,70000000,8,0
C,유력,5,114000000,28,1
B,초기,5,57000000,9,1
A,초기,5,119000000,13,1
A,협의중,1,104000000,35,0
A,유력,4,112000000,7,1
B,유력,6,107000000,4,0
D,협의중,1,101000000,5,0
C,협의중,5,39000000,3,0
D,협의중,6,52000000,18,0
C,협의중,4,70000000,10,0
B,초기,5,71000000,18,0
B,협의중,2,112000000,4,0
C,초기,4,66000000,26,0
C,협의중,2,96000000,25,0
A,협의중,2,57000000,35,1
D,초기,3,46000000,20,0
C,초기,4,112000000,22,0
B,협의중,4,52000000,33,1
C,협의중,3,26000000,31,0
B,초기,1,88000000,32,0
C,초기,3,105000000,21,0
A,협의중,5,120000000,35,0
A,협의중,3,76000000,24,1
C,협의중,5,31000000,27,1
B,초기,3,58000000,3,0
A,협의중,4,19000000,23,0
A,유력,1,38000000,28,1
B,협의중,3,88000000,6,1
B,초기,3,63000000,9,0
A,유력,5,89000000,15,0
C,협의중,3,103000000,18,0
C,초기,6,31000000,25,0
D,초기,4,118000000,26,0
A,초기,6,62000000,27,0
B,협의중,5,63000000,16,1
D,협의중,3,30000000,19,0
A,협의중,5,103000000,21,1
B,협의중,4,110000000,4,0
B,초기,6,120000000,5,1
C,초기,3,106000000,10,1
B,초기,3,34000000,5,0
B,협의중,4,89000000,28,0
B,협의중,1,66000000,12,0
A,협의중,3,96000000,30,0
A,유력,2,41000000,14,1
A,초기,6,100000000,21,0
A,협의중,4,67000000,22,1
C,협의중,5,46000000,30,0
A,유력,2,86000000,17,1
B,초기,2,54000000,24,0
A,초기,5,25000000,3,0
B,협의중,1,26000000,33,1
C,초기,4,81000000,13,0
B,협의중,6,49000000,25,0
C,협의중,3,39000000,14,0
B,협의중,3,35000000,23,1
A,협의중,4,65000000,8,1
A,유력,5,99000000,6,1
B,초기,4,57000000,20,0
C,협의중,3,116000000,12,1
D,협의중,6,55000000,10,0
C,초기,5,56000000,32,0
B,유력,2,22000000,24,1
B,초기,2,33000000,16,0
D,초기,2,48000000,14,0
A,협의중,5,40000000,7,1
A,협의중,2,19000000,21,0
B,협의중,1,58000000,14,1
C,협의중,6,45000000,23,0
B,유력,5,24000000,9,1
D,협의중,6,79000000,15,0
D,협의중,6,79000000,31,0
D,협의중,4,93000000,7,0
A,유력,2,93000000,19,0
C,협의중,3,24000000,4,0
A,협의중,5,61000000,33,1
A,유력,6,108000000,24,1
C,협의중,4,102000000,21,0
A,초기,3,112000000,35,0
B,유력,6,96000000,32,0
B,협의중,3,117000000,34,1
C,협의중,5,34000000,10,0
A,초기,4,113000000,32,0
C,유력,6,27000000,11,1
B,협의중,4,28000000,32,1
B,협의중,3,51000000,24,0
C,유력,2,72000000,34,0
A,유력,5,31000000,8,1
A,초기,5,82000000,24,0
C,초기,1,91000000,18,0
D,유력,1,53000000,24,0
D,초기,5,102000000,13,0
B,협의중,3,58000000,12,1
B,협의중,2,46000000,26,1
C,협의중,5,86000000,4,0
B,협의중,6,58000000,15,1
B,협의중,1,33000000,18,0
A,초기,5,34000000,33,1
C,협의중,1,49000000,30,1
A,협의중,5,120000000,9,0
C,초기,3,25000000,11,0
C,초기,1,61000000,34,0
C,초기,4,28000000,16,0
B,협의중,5,49000000,16,1
C,초기,1,98000000,24,0
D,유력,4,29000000,26,0
B,협의중,1,101000000,24,0
C,초기,4,90000000,14,0
C,초기,4,55000000,18,0
C,초기,2,83000000,18,0
A,초기,2,87000000,29,0
C,협의중,3,49000000,21,1
A,유력,3,26000000,29,1
D,협의중,6,77000000,23,0
